0.5,700
1.5,700
2.5,700
3.5,700
4.5,700
5.5,700
6.5,700
7.5,700
8.5,700
9.5,700
10.5,700
11.5,700
12.5,700
13.5,700
14.5,700
15.5,700
16.5,700
17.5,700
18.5,700
19.5,700
20.5,700
21.5,700
22.5,700
23.5,700
24.5,700
25.5,700
26.5,700
27.5,700
28.5,700
29.5,700
30.5,700
31.5,700
32.5,700
33.5,700
34.5,700
35.5,700
36.5,700
37.5,700
38.5,700
39.5,700
40.5,700
41.5,700
42.5,700
43.5,700
44.5,700
45.5,700
46.5,700
47.5,700
48.5,700
49.5,700
50.5,700
51.5,700
52.5,700
53.5,700
54.5,700
55.5,700
56.5,700
57.5,700
58.5,700
59.5,700
60.5,700
61.5,700
62.5,700
63.5,700
64.5,700
65.5,700
66.5,700
67.5,700
68.5,700
69.5,700
70.5,700
71.5,700
72.5,700
73.5,700
74.5,700
75.5,700
76.5,700
77.5,700
78.5,700
79.5,700
80.5,700
81.5,700
82.5,700
83.5,700
84.5,700
85.5,700
86.5,700
87.5,700
88.5,700
89.5,700
90.5,700
91.5,700
92.5,700
93.5,700
94.5,700
95.5,700
96.5,700
97.5,700
98.5,700
99.5,700
100.5,700
101.5,700
102.5,700
103.5,700
104.5,700
105.5,700
106.5,700
107.5,700
108.5,700
109.5,700
110.5,700
111.5,700
112.5,700
113.5,700
114.5,700
115.5,700
116.5,700
117.5,700
118.5,700
119.5,700
120.5,700
121.5,700
122.5,700
123.5,700
124.5,700
125.5,700
126.5,700
127.5,700
128.5,700
129.5,700
130.5,700
131.5,700
132.5,700
133.5,700
134.5,700
135.5,700
136.5,700
137.5,700
138.5,700
139.5,700
140.5,700
141.5,700
142.5,700
143.5,700
144.5,700
145.5,700
146.5,700
147.5,700
148.5,700
149.5,700
150.5,700
151.5,700
152.5,700
153.5,700
154.5,700
155.5,700
156.5,700
157.5,700
158.5,700
159.5,700
160.5,700
161.5,700
162.5,700
163.5,700
164.5,700
165.5,700
166.5,700
167.5,700
168.5,700
169.5,700
170.5,700
171.5,700
172.5,700
173.5,700
174.5,700
175.5,700
176.5,700
177.5,700
178.5,700
179.5,700
180.5,700
181.5,700
182.5,700
183.5,700
184.5,700
185.5,700
186.5,700
187.5,700
188.5,700
189.5,700
190.5,700
191.5,700
192.5,700
193.5,700
194.5,700
195.5,700
196.5,700
197.5,700
198.5,700
199.5,700
200.5,700
201.5,700
202.5,700
203.5,700
204.5,700
205.5,700
206.5,700
207.5,700
208.5,700
209.5,700
210.5,700
211.5,700
212.5,700
213.5,700
214.5,700
215.5,700
216.5,700
217.5,700
218.5,700
219.5,700
220.5,700
221.5,700
222.5,700
223.5,700
224.5,700
225.5,700
226.5,700
227.5,700
228.5,700
229.5,700
230.5,700
231.5,700
232.5,700
233.5,700
234.5,700
235.5,700
236.5,700
237.5,700
238.5,700
239.5,700
240.5,700
241.5,700
242.5,700
243.5,700
244.5,700
245.5,700
246.5,700
247.5,700
248.5,700
249.5,700
250.5,700
251.5,700
252.5,700
253.5,700
254.5,700
255.5,700
256.5,700
257.5,700
258.5,700
259.5,700
260.5,700
261.5,700
262.5,700
263.5,700
264.5,700
265.5,700
266.5,700
267.5,700
268.5,700
269.5,700
270.5,700
271.5,700
272.5,700
273.5,700
274.5,700
275.5,700
276.5,700
277.5,700
278.5,700
279.5,700
280.5,700
281.5,700
282.5,700
283.5,700
284.5,700
285.5,700
286.5,700
287.5,700
288.5,700
289.5,700
290.5,700
291.5,700
292.5,700
293.5,700
294.5,700
295.5,700
296.5,700
297.5,700
298.5,700
299.5,700
